State,City,White,Black,Hispanic,Native,Asian
MS,Itta Bena,10.1,89.5,0.5,0.0,0.0
MS,Iuka,91.4,6.4,1.8,0.2,0.2
MS,Jackson,18.4,79.4,1.6,0.1,0.4
MS,Jonestown town,1.7,97.9,0.3,0.1,0.0
MS,Jumpertown town,93.8,3.3,1.0,0.0,0.0
MS,Kearney Park CDP,14.7,84.4,0.6,0.1,0.0
MS,Kilmichael town,37.2,61.4,0.1,0.6,0.7
MS,Kiln CDP,92.7,3.4,3.7,0.6,0.2
MS,Kosciusko,45.6,51.9,2.1,0.3,0.5
MS,Kossuth village,100.0,0.0,0.0,0.0,0.0
MS,Lake town,46.9,50.3,1.2,0.0,0.6
MS,Lambert town,11.0,88.8,0.4,0.1,0.0
MS,Latimer CDP,88.3,4.4,3.5,0.5,3.1
MS,Lauderdale CDP,47.5,51.4,0.2,0.0,0.0
MS,Laurel,32.4,61.3,7.7,0.1,0.7
MS,Leakesville town,78.3,20.0,2.3,0.0,0.1
MS,Learned town,91.5,5.3,0.0,0.0,1.1
MS,Leland,27.1,71.1,0.8,0.2,0.4
MS,Lena town,87.2,11.5,0.0,1.4,0.0
MS,Lexington,27.0,71.8,1.0,0.1,0.5
MS,Liberty town,68.5,30.5,1.0,0.0,0.0
MS,Long Beach,85.5,8.3,3.7,0.5,2.6
MS,Louin town,69.3,28.9,1.4,0.0,0.0
MS,Louise town,56.8,42.7,0.5,0.0,0.0
MS,Louisville,36.5,61.6,0.8,0.3,0.4
MS,Lucedale,68.7,29.6,1.7,0.1,0.5
MS,Lula town,18.8,77.9,1.0,0.0,2.0
MS,Lumberton,42.4,56.5,0.5,0.1,0.0
MS,Lyman CDP,83.3,11.6,3.4,0.3,0.8
MS,Lynchburg CDP,76.5,19.8,2.0,0.2,0.9
MS,Lyon town,80.3,18.9,0.9,0.0,0.0
MS,Maben town,37.4,61.0,1.1,0.6,0.1
MS,McComb,31.2,66.3,1.4,0.2,0.9
MS,McCool town,84.4,14.1,0.7,0.0,0.0
MS,McLain town,73.0,26.1,0.7,0.5,0.0
MS,Macon,21.7,77.0,0.5,0.1,0.5
MS,Madison,85.5,10.2,1.2,0.1,3.2
MS,Magee,47.3,46.8,4.6,0.5,1.2
MS,Magnolia,32.0,66.4,1.2,0.5,0.3
MS,Mantachie town,96.6,2.2,0.4,0.2,0.2
MS,Mantee village,99.1,0.4,0.0,0.0,0.0
MS,Marietta town,98.0,0.4,0.0,0.0,0.0
MS,Marion town,48.2,48.5,3.0,0.3,1.4
MS,Marks,31.8,67.1,0.5,0.3,0.2
MS,Mathiston town,84.4,14.0,0.1,0.0,0.6
MS,Mayersville town,10.4,89.2,0.7,0.0,0.0
MS,Meadville town,79.5,19.6,0.7,0.7,0.0
MS,Mendenhall,65.9,32.3,0.8,0.1,0.3
MS,Meridian,35.7,61.6,1.7,0.3,0.9
MS,Meridian Station CDP,60.8,26.2,13.8,0.5,4.4
MS,Merigold town,42.1,50.3,3.9,0.0,2.5
MS,Metcalfe town,3.4,95.2,1.0,0.0,0.0
MS,Mississippi State CDP,68.6,26.2,2.0,0.2,2.7
MS,Mississippi Valley State University CDP,4.1,91.9,0.9,0.1,1.6
MS,Mize town,95.9,1.8,3.2,0.3,0.0
MS,Monticello town,58.0,31.9,9.0,0.0,0.7
MS,Montrose town,84.3,15.0,0.0,0.7,0.0
MS,Mooresville CDP,93.4,2.5,3.5,0.3,0.2
MS,Moorhead,16.5,82.5,0.7,0.3,0.2
MS,Morgan town,18.8,81.2,1.6,0.0,0.0
MS,Morgantown CDP,37.1,58.8,2.5,0.7,0.6
MS,Morton,44.5,35.9,25.7,0.3,0.1
MS,Moss Point,23.9,73.6,1.9,0.2,0.4
MS,Mound Bayou,1.3,98.6,0.9,0.0,0.1
MS,Mount Olive town,43.5,55.1,0.9,0.3,0.0
MS,Myrtle town,79.4,14.3,5.1,0.2,0.0
MS,Natchez,39.6,58.3,1.1,0.2,0.4
MS,Nellieburg CDP,77.9,20.9,0.4,0.1,0.6
MS,Nettleton,66.8,31.6,0.9,0.6,0.2
MS,New Albany,60.8,31.2,8.3,0.2,0.3
MS,New Augusta town,55.7,42.7,0.9,0.3,0.2
MS,New Hamilton CDP,98.6,0.0,1.6,0.2,0.0
MS,New Hebron town,89.9,7.8,1.6,0.4,0.2
MS,New Hope CDP,87.8,11.2,1.0,0.2,0.2
MS,New Houlka town,73.2,24.0,1.4,0.3,1.6
MS,Newton,36.2,62.4,0.9,0.1,0.3
MS,Nicholson CDP,83.8,10.0,6.1,0.4,0.6
MS,North Carrollton town,59.2,36.2,4.9,0.0,0.0
MS,North Tunica CDP,4.3,95.4,0.2,0.0,0.0
MS,Noxapater town,61.0,37.7,2.5,0.2,0.2
MS,Oakland town,23.5,76.3,1.9,0.0,0.0
MS,Ocean Springs,85.4,7.4,4.2,0.4,3.1
MS,Okolona,27.9,70.0,1.3,0.0,0.1
MS,Olive Branch,71.5,23.1,4.2,0.2,1.3
MS,Osyka town,50.0,48.6,2.5,0.0,0.0
MS,Oxford,72.3,21.8,2.5,0.3,3.3
MS,Pace town,16.4,82.5,0.4,0.4,0.0
MS,Pachuta town,69.0,30.7,0.0,0.4,0.0
MS,Paden village,95.7,0.9,6.0,0.0,0.0
MS,Pascagoula,58.8,32.7,11.0,0.3,1.0
MS,Pass Christian,64.3,27.9,3.0,0.4,3.9
MS,Pearl,69.8,23.0,6.4,0.2,0.9
MS,Pearlington CDP,72.4,23.5,1.4,0.5,0.3
MS,Pearl River CDP,12.7,1.8,1.8,82.8,0.0
MS,Pelahatchie town,61.9,32.8,5.5,0.1,0.2
MS,Petal,86.1,9.9,3.5,0.2,0.7
MS,Philadelphia,47.3,46.9,2.1,2.2,1.1
MS,Picayune,59.3,36.7,3.1,0.3,0.6
MS,Pickens town,11.9,87.4,0.9,0.0,0.5
MS,Pittsboro village,79.2,19.3,0.0,0.5,0.0
MS,Plantersville town,38.4,59.7,0.8,0.2,0.1
MS,Polkville town,90.0,9.1,0.2,0.1,0.5
MS,Pontotoc,70.1,20.4,10.7,0.4,0.2
MS,Pope village,86.5,11.6,0.9,0.0,0.5
MS,Poplarville,66.1,29.6,1.7,0.3,1.0
MS,Port Gibson,14.6,84.4,0.4,0.0,0.6
MS,Potts Camp town,64.8,31.9,3.4,0.0,0.0
MS,Prentiss town,60.3,37.3,0.6,0.6,0.4
MS,Puckett village,98.4,0.3,0.6,0.0,0.3
MS,Purvis,69.5,27.1,2.4,0.7,0.6
MS,Quitman,57.3,40.6,0.9,0.7,0.3
MS,Raleigh town,68.4,30.8,0.7,0.4,0.0
MS,Rawls Springs CDP,37.4,58.9,1.1,0.0,0.6
MS,Raymond,44.6,53.6,1.2,0.2,0.4
MS,Redwater CDP,7.0,16.6,3.2,73.8,0.2
MS,Renova town,3.0,95.4,2.1,0.0,0.1
MS,Richland,78.8,14.5,5.4,0.2,1.7
MS,Richton town,67.0,31.0,1.0,0.2,0.1
MS,Ridgeland,59.5,32.7,4.7,0.2,4.0
MS,Rienzi town,72.2,27.1,0.0,0.0,0.0
MS,Ripley,69.1,22.9,11.5,0.3,0.2
MS,Robinhood CDP,92.9,2.0,4.0,0.9,0.2
MS,Rolling Fork,25.6,73.2,0.7,0.0,0.3
MS,Rosedale,12.8,86.5,0.2,0.1,0.1
MS,Roxie town,38.2,61.0,0.0,0.0,0.0
MS,Ruleville,13.1,85.5,0.7,0.3,0.1
MS,St. Martin CDP,72.1,13.4,4.1,0.4,9.7
MS,Sallis town,70.9,29.1,0.0,0.0,0.0
MS,Saltillo,89.1,8.5,1.0,0.1,0.7
MS,Sandersville town,92.6,6.0,0.8,0.7,0.5
MS,Sardis town,35.9,62.4,0.7,0.3,0.3
MS,Satartia village,89.1,10.9,0.0,0.0,0.0
MS,Saucier CDP,94.0,1.7,1.9,0.4,0.2
MS,Schlater town,29.0,69.0,1.3,0.0,0.0
MS,Scooba town,33.2,65.6,1.0,0.4,0.0
MS,Sebastopol town,76.8,19.9,3.3,0.0,0.0
MS,Seminary town,94.9,3.5,1.6,0.6,0.0
MS,Senatobia,61.9,35.0,2.4,0.2,0.3
MS,Shannon town,42.8,53.8,2.2,0.0,0.3
MS,Sharon CDP,90.5,8.9,1.0,0.0,0.2
MS,Shaw,6.4,93.1,0.3,0.0,0.1
MS,Shelby,4.7,94.8,0.8,0.0,0.0
MS,Sherman town,76.9,19.2,1.8,0.6,0.3
MS,Shubuta town,22.9,75.3,1.6,0.0,0.0
MS,Shuqualak town,20.0,78.6,1.2,0.0,0.2
MS,Sidon town,5.1,94.3,0.8,0.0,0.2
MS,Silver town,26.7,72.4,0.0,0.0,0.9
MS,Silver Creek town,68.6,28.6,1.4,0.0,0.5
MS,Slate Springs village,96.4,0.9,0.9,0.0,0.0
MS,Sledge town,10.1,89.2,0.0,0.0,0.0
MS,Smithville town,96.0,1.7,1.6,0.4,0.1
MS,Snow Lake Shores town,91.2,4.1,4.7,0.3,0.0
MS,Soso town,79.2,20.3,2.2,0.0,0.0
MS,Southaven,71.0,22.2,5.0,0.3,1.7
MS,Standing Pine CDP,8.3,1.8,2.2,86.9,0.2
MS,Starkville,59.6,34.6,1.8,0.2,3.7
MS,State Line town,41.6,57.2,0.7,0.2,0.0
MS,Stonewall town,68.5,30.1,0.9,1.0,0.0
MS,Sturgis town,86.6,12.2,0.4,0.0,0.4
MS,Summit town,23.9,75.4,1.8,0.0,0.1
MS,Sumner town,68.4,30.4,0.3,0.0,1.3
MS,Sumrall town,81.8,17.3,0.8,0.1,0.1
MS,Sunflower town,12.0,87.5,1.6,0.0,0.0
MS,Sylvarena village,92.0,8.0,0.0,0.0,0.0
MS,Taylor village,77.6,18.0,3.1,0.6,0.0
MS,Taylorsville town,73.4,25.2,1.6,0.0,0.0
MS,Tchula town,1.6,97.2,1.1,0.0,0.2
MS,Terry town,38.9,59.3,0.7,0.2,0.3
MS,Thaxton town,98.1,0.6,1.4,0.0,0.0
MS,Tillatoba town,93.4,4.4,3.3,0.0,0.0
MS,Tishomingo town,93.5,4.4,0.6,0.0,0.3
MS,Toccopola town,87.0,10.6,0.8,0.4,0.0
MS,Toomsuba CDP,60.5,39.3,0.3,0.0,0.0
MS,Tremont town,96.3,1.5,1.5,0.6,0.2
MS,Tucker CDP,3.3,1.2,1.5,91.1,0.0
MS,Tunica town,68.3,29.1,1.5,0.4,0.8
MS,Tunica Resorts CDP,33.9,60.9,3.4,0.2,1.6
MS,Tupelo,58.7,36.8,3.5,0.1,1.0
MS,Tutwiler town,29.6,54.0,22.5,0.7,2.7
MS,Tylertown town,54.1,42.6,2.6,0.5,0.7
MS,Union town,62.5,35.2,0.8,0.2,0.3
MS,University CDP,79.2,15.2,2.6,0.3,3.5
MS,Utica town,27.4,64.1,8.7,0.1,0.0
MS,Vaiden town,32.6,65.3,0.5,0.1,0.0
MS,Vancleave CDP,90.7,5.3,1.6,0.8,0.7
MS,Vardaman town,47.3,28.2,33.8,0.1,0.0
MS,Verona,24.6,70.0,4.6,0.2,0.3
MS,Vicksburg,31.3,66.1,1.7,0.2,0.9
MS,Wade CDP,96.2,2.1,0.2,0.7,0.1
MS,Walls town,34.7,60.8,3.0,0.2,0.6
MS,Walnut town,83.8,12.6,1.6,0.4,0.5
MS,Walnut Grove town,24.6,74.6,0.9,0.1,0.2
MS,Walthall village,88.2,9.0,1.4,0.7,0.7
MS,Water Valley,56.4,42.2,1.1,0.1,0.1
MS,Waveland,80.5,13.3,3.8,0.6,1.5
MS,Waynesboro,35.2,61.9,1.9,0.2,0.3
MS,Webb town,11.3,85.3,3.4,0.9,0.4
MS,Weir town,42.9,56.6,0.0,0.4,0.0
MS,Wesson town,79.5,17.9,3.1,0.1,0.4
MS,West town,47.6,52.4,0.0,0.0,0.0
MS,West Hattiesburg CDP,50.6,42.2,4.9,0.4,2.6
MS,West Point,37.6,61.4,0.9,0.1,0.2
MS,White Oak CDP,1.4,97.4,0.4,0.3,0.1
MS,Wiggins,64.4,33.4,0.9,0.4,0.4
MS,Winona,45.8,52.8,0.5,0.2,0.6
MS,Winstonville town,0.5,99.5,0.0,0.0,0.0
MS,Woodland village,47.2,48.0,4.8,0.0,0.0
MS,Woodville town,23.0,75.7,0.8,0.5,0.0
MS,Yazoo,16.2,82.5,0.7,0.2,0.5
MO,Adrian,98.2,0.2,0.7,0.5,0.0
MO,Advance,98.7,0.1,0.7,0.3,0.1
MO,Affton CDP,94.4,1.7,2.1,0.2,2.1
MO,Agency village,96.6,0.3,2.9,0.0,0.9
MO,Airport Drive village,95.7,0.0,3.4,1.7,0.6
MO,Alba,94.4,0.7,2.3,1.8,0.0
MO,Albany,98.2,0.5,0.6,0.3,0.5
MO,Aldrich village,96.3,0.0,2.5,1.3,0.0
MO,Alexandria,96.9,0.6,0.0,0.0,0.0
MO,Allendale village,100.0,0.0,0.0,0.0,0.0
MO,Allenville village,99.1,0.0,0.0,0.0,0.0
MO,Alma,97.3,0.5,0.5,0.0,0.2
MO,Altamont village,99.5,0.0,0.0,0.5,0.0
MO,Altenburg,99.1,0.3,0.0,0.0,0.0
MO,Alton,95.6,0.5,1.4,0.7,0.0
MO,Amazonia village,97.4,0.3,1.0,1.0,0.0
MO,Amity town,100.0,0.0,0.0,0.0,0.0
MO,Amoret,94.2,0.5,4.7,0.5,0.0
MO,Amsterdam,96.3,0.4,1.2,1.7,0.0
MO,Anderson,85.8,0.4,9.7,4.8,0.6
MO,Annada village,96.6,3.4,0.0,0.0,0.0
MO,Annapolis,99.1,0.0,0.9,0.3,0.0
MO,Anniston town,97.4,2.2,0.0,0.0,0.0
MO,Appleton,96.8,0.6,0.7,0.5,0.0
MO,Arbela town,97.6,0.0,2.4,0.0,0.0
MO,Arbyrd,94.3,0.0,8.3,0.2,0.0
MO,Arcadia,99.0,0.7,1.3,0.2,0.0
MO,Archie,96.9,0.5,2.0,0.3,0.2
MO,Arcola village,100.0,0.0,1.8,0.0,0.0
MO,Argyle town,100.0,0.0,0.6,0.0,0.0
MO,Arkoe town,100.0,0.0,0.0,0.0,0.0
MO,Armstrong,95.1,1.8,0.0,2.1,0.0
MO,Arnold,96.3,0.6,2.2,0.2,0.9
MO,Arrow Point village,98.8,0.0,0.0,0.0,0.0
MO,Arrow Rock town,98.2,0.0,0.0,0.0,0.0
MO,Asbury,96.1,0.0,1.4,1.4,0.0
MO,Ashburn town,100.0,0.0,0.0,0.0,0.0
MO,Ash Grove,97.4,0.1,1.8,0.6,0.1
MO,Ashland,96.7,0.8,1.5,0.3,0.5
MO,Ashley CDP,100.0,0.0,0.0,0.0,0.0
MO,Atlanta,97.1,0.3,0.3,0.5,0.0
MO,Augusta town,97.6,0.0,0.8,1.2,0.4
MO,Aullville village,99.0,0.0,0.0,0.0,0.0
MO,Aurora,92.3,0.3,7.5,0.9,0.2
MO,Auxvasse,94.1,3.2,1.1,1.3,0.5
MO,Ava,97.6,0.1,1.0,0.5,0.2
MO,Avilla town,90.4,0.0,4.8,2.4,0.0
MO,Avondale,89.1,4.1,7.0,1.1,0.5
MO,Bagnell town,94.6,0.0,0.0,0.0,0.0
MO,Baker village,100.0,0.0,0.0,0.0,0.0
MO,Bakersfield village,96.7,0.0,1.6,0.4,0.0
MO,Baldwin Park village,96.7,0.0,0.0,1.1,1.1
MO,Ballwin,89.3,2.5,2.4,0.2,5.6
MO,Baring,100.0,0.0,0.0,0.0,0.0
MO,Barnard,99.5,0.5,1.4,0.0,0.0
MO,Barnett,93.6,0.0,3.4,3.4,0.5
MO,Barnhart CDP,97.4,0.5,2.1,0.3,0.4
MO,Bates,97.7,0.0,1.8,0.0,0.0
MO,Battlefield,92.8,1.5,2.7,0.5,2.1
MO,Bella Villa,92.6,1.5,4.3,0.3,1.9
MO,Bell,94.6,1.8,0.2,1.3,0.0
MO,Belle,97.5,0.2,1.4,0.1,0.0
MO,Bellefontaine Neighbors,25.7,72.7,0.5,0.1,0.2
MO,Bellerive village,54.8,43.1,0.0,0.0,0.0
MO,Bellflower,94.4,2.3,0.8,0.5,0.0
MO,Bel-Nor village,48.7,46.4,2.3,0.0,2.2
MO,Bel-Ridge village,14.2,83.1,1.3,0.3,0.4
MO,Belton,85.7,6.0,8.1,0.6,0.9
MO,Bennett Springs CDP,94.6,0.0,0.8,0.0,1.5
MO,Benton,94.2,4.9,1.5,0.0,0.0
MO,Benton village,99.0,0.0,1.0,0.0,0.0
MO,Berger,99.5,0.5,0.0,0.0,0.0
MO,Berkeley,14.3,81.8,3.5,0.2,0.4
MO,Bernie,94.9,2.2,1.4,0.6,0.1
MO,Bertrand,97.3,1.8,1.9,0.1,0.1
MO,Bethany,96.4,0.5,3.0,0.5,0.3
MO,Bethel village,93.4,0.0,2.5,0.0,0.0
MO,Beverly Hills,4.2,92.7,2.8,0.0,0.2
MO,Bevier,97.4,1.3,0.1,0.0,0.4
MO,Biehle CDP,100.0,0.0,0.0,0.0,0.0
MO,Bigelow village,100.0,0.0,0.0,0.0,0.0
MO,Big Lake village,97.5,1.3,0.0,1.3,0.0
MO,Big Spring CDP,94.6,0.0,0.0,0.0,3.0
MO,Billings,96.8,0.3,1.0,1.0,0.2
MO,Birch Tree,92.8,0.3,6.9,0.9,0.7
MO,Birmingham village,94.5,0.5,2.7,3.8,0.0
MO,Bismarck,97.6,0.3,0.6,0.9,0.1
MO,Blackburn,92.0,3.2,2.8,0.0,0.0
MO,Black Jack,16.3,81.2,0.7,0.1,0.4
MO,Blackwater,95.1,1.9,1.9,0.6,0.0
MO,Blairstown,89.7,0.0,2.1,0.0,0.0
MO,Blanchard CDP,100.0,0.0,0.0,0.0,0.0
MO,Bland,97.6,0.0,0.6,0.6,0.6
MO,Blodgett village,93.0,1.9,2.8,0.5,0.5
MO,Bloomfield,98.8,0.1,0.8,0.1,0.1
MO,Bloomsdale,98.7,0.6,0.0,0.2,0.0
MO,Blue Eye town,97.0,0.0,1.8,0.6,0.0
MO,Blue Springs,87.6,6.2,5.0,0.5,1.2
MO,Blythedale village,100.0,0.0,2.6,0.0,0.0
MO,Bogard,100.0,0.0,3.7,0.0,0.0
MO,Bolckow,98.4,0.0,0.5,0.0,0.5
MO,Bolivar,94.8,1.5,2.5,0.5,0.6
MO,Bonne Terre,79.6,18.7,1.4,0.3,0.2
MO,Boonville,83.1,13.3,1.9,0.4,0.6
MO,Bosworth,98.7,0.0,3.0,0.0,0.0
MO,Bourbon,98.7,0.1,1.0,0.2,0.4
MO,Bowling Green,79.4,18.4,1.8,0.1,0.3
MO,Bragg town,87.9,4.0,0.7,2.0,3.4
MO,Brandsville,89.4,0.0,12.4,0.6,0.0
MO,Branson,89.0,2.0,8.8,0.9,1.5
MO,Branson West,91.4,0.6,11.9,0.0,0.4
MO,Brashear,95.6,0.0,0.0,0.4,0.7
MO,Braymer,98.1,0.0,0.2,0.1,0.1
MO,Breckenridge,92.4,0.5,0.8,1.8,0.0
MO,Breckenridge Hills,53.5,32.7,15.6,0.4,0.6
MO,Brentwood,87.5,3.1,2.8,0.1,6.8
MO,Brewer CDP,99.2,0.0,1.1,0.5,0.0
MO,Bridgeton,72.4,18.7,6.4,0.2,2.5
MO,Brimson village,100.0,0.0,0.0,0.0,0.0
MO,Bronaugh,96.0,0.4,1.6,0.0,0.4
MO,Brookfield,95.4,1.3,2.0,0.3,0.3
MO,Brooklyn Heights town,96.0,0.0,5.0,0.0,0.0
MO,Browning,96.2,0.4,6.8,0.4,0.0
MO,Brownington town,95.3,0.0,0.0,2.8,0.0
MO,Brumley town,78.0,6.6,5.5,4.4,0.0
MO,Brunswick,88.8,9.1,0.2,0.1,0.0
MO,Bucklin,99.4,0.0,1.9,0.2,0.0
MO,Buckner,95.6,0.4,3.4,0.4,0.1
MO,Buffalo,95.8,0.3,3.2,0.9,0.2
MO,Bull Creek village,88.7,1.3,10.1,0.2,0.7
MO,Bunceton,93.5,4.2,0.8,0.0,0.0
MO,Bunker,99.3,0.0,1.0,0.2,0.0
MO,Burgess town,98.2,0.0,5.3,0.0,0.0
MO,Burlington Junction,99.1,0.0,0.9,0.0,0.0
MO,Butler,94.5,2.7,2.3,0.5,0.2
MO,Butterfield village,79.4,0.2,26.8,1.7,1.9
MO,Byrnes Mill,97.4,0.3,1.4,0.5,0.3
MO,Cabool,96.4,0.4,2.6,0.5,0.6
MO,Cainsville,97.9,0.0,1.0,0.3,0.0
MO,Cairo village,96.2,0.7,0.0,0.7,0.7
MO,Caledonia village,100.0,0.0,0.8,0.0,0.0
MO,Calhoun,97.7,0.2,0.4,0.2,0.6
MO,California,91.3,0.8,10.4,0.3,0.5
MO,Callao,96.2,1.0,1.4,0.3,0.0
MO,Calverton Park village,53.4,42.2,2.9,0.2,0.9
MO,Camden,99.0,0.0,0.5,0.0,0.0
MO,Camden Point,98.1,0.6,1.3,0.4,0.0
MO,Camdenton,95.0,0.3,3.7,0.4,0.5
MO,Cameron,82.9,14.8,2.0,0.5,0.5
MO,Campbell,97.8,0.1,2.1,0.3,0.1
MO,Canalou,96.2,1.2,0.6,0.9,0.0
MO,Canton,92.0,5.3,1.8,0.2,0.5
MO,Cape Girardeau,81.1,12.8,2.8,0.2,1.9
MO,Cardwell,96.4,0.4,3.4,0.3,0.0
MO,Carl Junction,93.3,1.0,2.9,1.3,1.0
MO,Carrollton,95.2,3.0,1.8,0.1,0.2
MO,Carterville,94.2,0.4,3.9,0.8,0.4
MO,Carthage,73.6,1.5,25.6,1.0,1.0
MO,Caruthersville,63.9,33.1,2.4,0.3,0.2
MO,Carytown,95.6,0.0,5.5,0.0,0.0
MO,Cassville,93.8,0.4,4.6,1.7,0.3
MO,Castle Point CDP,4.7,93.2,0.6,0.1,0.3
MO,Catron town,83.6,14.9,0.0,0.0,0.0
MO,Cave town,100.0,0.0,0.0,0.0,0.0
MO,Cedar Hill CDP,97.7,0.5,1.2,0.3,0.4
MO,Cedar Hill Lakes village,97.5,0.0,1.3,0.4,1.3
MO,Center,95.7,1.4,1.0,0.0,1.2
MO,Centertown town,97.1,0.7,0.7,0.0,0.4
MO,Centerview,94.4,0.4,3.7,0.4,1.9
MO,Centerville,95.3,2.1,0.0,0.5,0.0
MO,Centralia,96.5,1.0,1.6,0.4,0.2
MO,Chaffee,97.8,0.5,1.3,0.2,0.1
MO,Chain of Rocks village,100.0,0.0,0.0,0.0,0.0
MO,Chain-O-Lakes village,99.2,0.0,0.0,0.0,0.8
MO,Chamois,99.2,0.0,1.0,0.3,0.0
MO,Champ village,100.0,0.0,0.0,0.0,0.0
MO,Charlack,55.8,35.4,7.2,0.3,1.5
MO,Charleston,47.6,50.4,1.8,0.0,0.3
MO,Cherokee Pass CDP,99.1,0.4,0.0,0.0,0.4
MO,Chesapeake CDP,89.8,2.0,0.0,0.0,0.0
MO,Chesterfield,86.5,2.6,2.8,0.2,8.6
MO,Chilhowee town,95.4,0.0,1.2,0.9,0.0
MO,Chillicothe,93.5,3.7,1.5,0.4,0.3
MO,Chula,93.3,0.5,5.2,1.0,1.0
MO,Clarence,98.0,0.5,1.4,0.2,0.0
MO,Clark,97.7,0.3,1.3,0.3,0.3
MO,Clarksburg,97.9,0.0,1.8,0.6,0.0
MO,Clarksdale,98.9,0.0,1.5,0.4,0.0
MO,Clarkson Valley,92.9,1.5,2.2,0.0,3.5
MO,Clarksville,89.4,7.2,2.9,0.0,0.0
MO,Clarkton,84.3,5.0,9.8,0.3,0.0
MO,Claycomo village,95.1,0.8,5.0,0.4,0.6
MO,Clayton,78.0,8.2,3.1,0.2,10.8
MO,Clearmont,98.8,0.0,0.0,0.0,0.0
MO,Cleveland,95.6,0.2,2.1,0.9,0.9
MO,Clever,96.3,0.3,2.5,1.1,0.0
MO,Cliff Village village,87.5,0.0,0.0,7.5,0.0
MO,Clifton Hill,93.9,3.5,0.0,0.0,0.0
MO,Climax Springs village,96.8,0.0,4.0,0.0,0.0
MO,Clinton,95.1,1.9,2.0,0.4,0.3
MO,Clyde village,100.0,0.0,0.0,0.0,0.0
MO,Cobalt village,99.6,0.0,1.8,0.0,0.0
MO,Coffey,100.0,0.0,0.0,0.0,0.0
MO,Cole Camp,98.2,0.0,0.9,0.1,0.3
MO,Collins village,99.4,0.0,2.5,0.0,0.0
MO,Columbia,79.0,11.3,3.4,0.3,5.2
MO,Commerce village,92.5,7.5,0.0,0.0,0.0
MO,Conception CDP,83.8,0.5,15.7,1.4,6.7
MO,Conception Junction town,100.0,0.0,0.0,0.0,0.0
MO,Concord CDP,96.0,0.6,1.4,0.1,1.7
MO,Concordia,97.7,0.2,2.1,0.2,0.2
MO,Coney Island village,97.3,1.3,0.0,1.3,0.0
MO,Conway,94.8,0.4,2.8,0.9,0.1
MO,Cool Valley,11.8,84.5,0.3,0.3,0.4
MO,Cooter,97.9,1.9,0.4,0.0,0.0
MO,Corder,94.6,1.0,1.5,0.7,0.2
MO,Corning town,100.0,0.0,0.0,0.0,0.0
MO,Cosby village,99.2,0.0,0.8,0.0,0.0
MO,Cottleville,92.7,3.7,1.8,0.2,1.5
MO,Country Club village,95.1,1.6,3.1,0.5,0.6
MO,Country Club Hills,8.2,90.9,0.2,0.2,0.0
MO,Country Life Acres village,95.9,0.0,1.4,0.0,4.1
MO,Cowgill,95.7,0.5,3.2,0.0,0.5
MO,Craig,99.2,0.0,0.8,0.4,0.0
MO,Crane,97.2,0.1,1.2,0.7,0.2
MO,Creighton,95.7,2.0,2.0,1.7,0.0
MO,Crestwood,93.8,1.6,1.9,0.2,2.4
MO,Creve Coeur,79.9,7.2,2.6,0.2,10.1
MO,Crocker,95.9,0.5,2.8,0.8,0.1
MO,Cross Timbers,99.5,0.0,0.0,0.0,0.0
MO,Crystal,93.2,3.7,1.0,0.4,0.6
MO,Crystal Lake Park,91.5,2.8,1.5,0.0,4.7
MO,Crystal Lakes,93.6,0.3,1.4,2.0,2.0
MO,Cuba,95.9,0.3,3.4,0.7,0.2
MO,Curryville,91.1,1.8,1.8,1.8,0.4
MO,Dadeville village,96.2,0.0,2.1,0.9,0.4
MO,Dalton town,70.6,29.4,0.0,0.0,0.0
MO,Danville CDP,100.0,0.0,0.0,0.0,0.0
MO,Dardenne Prairie,90.7,3.5,2.0,0.1,3.5
MO,Darlington village,92.6,0.0,0.0,0.8,0.0
MO,Dawn CDP,99.2,0.0,0.0,0.8,0.0
MO,Dearborn,96.4,0.4,2.6,0.2,0.0
MO,Deepwater,98.8,0.0,1.6,0.5,0.0
MO,Deerfield village,95.1,0.0,0.0,1.2,1.2
MO,Defiance CDP,94.2,3.2,1.9,0.0,0.0
MO,De Kalb town,99.1,0.5,0.5,0.0,0.0
MO,Dellwood,18.0,79.2,0.8,0.5,0.4
MO,Delta,96.1,0.0,0.5,0.0,0.0
MO,Dennis Acres village,76.3,0.0,18.4,1.3,0.0
MO,Denver village,94.9,5.1,0.0,0.0,0.0
MO,Des Arc village,94.9,1.7,0.0,0.6,0.0
MO,Desloge,97.4,0.8,1.1,0.2,0.2
MO,De Soto,95.8,1.6,0.8,0.4,0.4
MO,Des Peres,94.3,0.9,1.3,0.2,3.1
MO,De Witt,90.3,5.6,0.8,0.0,0.0
MO,Dexter,97.1,0.5,1.9,0.5,0.2
MO,Diamond town,94.0,0.7,1.9,1.4,0.1
MO,Diehlstadt village,98.8,0.0,0.0,0.0,0.0
MO,Diggins village,97.7,0.3,1.0,0.0,0.0
MO,Dixon,94.5,0.9,4.7,0.3,0.6
MO,Doe Run CDP,95.7,1.2,2.1,0.0,0.0
MO,Doniphan,96.6,0.2,1.7,0.6,0.8
MO,Doolittle,97.5,0.0,0.0,0.6,0.3
MO,Dover town,90.3,4.9,3.9,0.0,1.0
MO,Downing,97.6,0.0,0.6,0.0,0.3
MO,Drexel,97.3,0.9,0.7,0.3,0.1
